IDENTIFIANT_TAXON_HARMONIE;CODE_PERMANENT_REFTAX;CODE_MNEMONIQUE_REFTAX;APHIA_ID_WORMS;NOM_VALIDE;EST_REFERENT;CODE_LIEN_REFERENT_SYNONYME;NUMERO_D_ORDRE_SYSTEMATIQUE;NIVEAU_SYSTEMATIQUE;IDENTIFIANT_TAXON_PERE;IDENTIFIANT_AUTEUR_DATE;AUTEUR_DATE
21446;7166;FMPALMA;143761;Palmariaceae;OUI;7166;12303400;Famille;21447;2351;Guiry, 1974
19970;4527;PALM;144217;Palmaria;OUI;4527;12303460;Genre;21446;1793;Stackhouse, 1801
19790;4347;PALMPAL;145771;Palmaria palmata;OUI;4347;12303466;Espèce;19970;6736;(Linnaeus) Weber & Mohr, 1805
37286;12555;SCRHODY;196243;Rhodymeniophycidae;OUI;12555;12304000;Sous-classe;21450;;
21445;7165;ORGIGAR;871;Gigartinales;OUI;7165;12310000;Ordre;37286;2350;Schmitz, 1892
21444;7164;FMPHYLP;143738;Phyllophoraceae;OUI;7164;12311000;Famille;21445;2349;Nägeli, 1847
19964;4521;MASO;144163;Mastocarpus;OUI;4521;12350000;Genre;21444;1789;Kützing, 1843
29961;4346;MASOSTE;163147;Gigartina stellata;NON;4346;12351000;Espèce;19964;6717;(Stackhouse) Batters, 1902
29960;4346;MASOSTE;145650;Mastocarpus stellata;NON;4346;12351000;Espèce;19964;724;Stackhouse, 1797
19789;4346;MASOSTE;145650;Mastocarpus stellatus;OUI;4346;12351000;Espèce;19964;1721;(Stackhouse) Guiry, 1984
21453;7173;FMDUMON;143695;Dumontiaceae;OUI;7173;12351400;Famille;21445;5317;Bory, 1828
17889;2437;DILS;144031;Dilsea;OUI;2437;12351500;Genre;21453;670;Stackhouse, 1809
19793;4350;DILSCAR;145222;Dilsea carnosa;OUI;4350;12351510;Espèce;17889;5318;(Schmidel) Kuntze, 1898
21454;7174;FMGIGAR;143733;Gigartinaceae;OUI;7174;12351600;Famille;21445;1789;Kützing, 1843
16913;1459;CHON;144154;Chondrus;OUI;1459;12351610;Genre;21454;724;Stackhouse, 1797
19795;4352;CHONCRI;145625;Chondrus crispus;OUI;4352;12351611;Espèce;16913;724;Stackhouse, 1797
21449;7169;ORCERAM;860;Ceramiales;OUI;7169;12365100;Ordre;37286;2352;Oltmanns, 1904
21448;7168;FMDELES;143673;Delesseriaceae;OUI;7168;12366000;Famille;21449;5317;Bory, 1828
37345;12615;SFDELES;172546;Delesserioideae;OUI;12615;12366500;Sous-famille;21448;6735;De Toni
37346;12616;TRDELES;172553;Delesserieae;OUI;12616;12366600;Tribu;37345;;
17292;1838;DELE;143883;Delesseria;OUI;1838;12366800;Genre;37346;843;Lamouroux J.V., 1813
19791;4348;DELESAN;144744;Delesseria sanguinea;OUI;4348;12366850;Espèce;17292;1723;(Hudson) J.V. Lamouroux, 1813
37508;12768;FMRHODO;143674;Rhodomelaceae;OUI;12768;12368000;Famille;21449;6804;Areschoug J.E., 1847
37509;12769;TRAMANS;368744;Amansieae;OUI;12769;12368100;Tribu;37508;6805;Schmitz, 1889
37510;12770;OSMU;143920;Osmundaria;OUI;12770;12368300;Genre;37509;843;Lamouroux J.V., 1813
37511;12771;OSMUVOL;144841;Osmundaria volubilis;OUI;12771;12368400;Espèce;37510;6806;(Linnaeus) Norris  R.E., 1991
21452;7172;ORGELID;146315;Gelidiales;OUI;7172;12369900;Ordre;37286;6585;Kylin, 1923
21451;7171;FMGELID;143726;Gelidiaceae;OUI;7171;12369910;Famille;21452;1789;Kützing, 1843
19957;4514;GELI;144135;Gelidium;OUI;4514;12369911;Genre;21451;843;Lamouroux J.V., 1813
30707;4351;GELICOR;381396;Gelidium sesquipedale;NON;4351;12369912;Espèce;19957;6679;(Clemente) Thuret, 1876
19794;4351;GELICOR;145579;Gelidium corneum;OUI;4351;12369912;Espèce;19957;1723;(Hudson) J.V. Lamouroux, 1813
37287;12556;CLBANGI;368668;Bangiophyceae;OUI;12556;12370000;Classe;37285;1717;Wettstein, 1901
21458;7178;SCBANGI;856;Bangiophycidae;OUI;7178;12370100;Sous-classe;37287;1717;Wettstein, 1901
21456;7176;ORBANGI;857;Bangiales;OUI;7176;12380000;Ordre;21458;2350;Schmitz, 1892
21455;7175;FMBANGI;143664;Bangiaceae;OUI;7175;12381000;Famille;21456;6621;Engler, 1892
19792;4349;PORH;143808;Porphyra;OUI;4349;12390000;Genre;21455;1724;Agardh C., 1824
29952;6;RGANIMX;;Metazoa;NON;6;14300000;Règne;34561;;
15466;6;RGANIMX;2;Animalia;OUI;6;14300000;Règne;34561;1;Linnaeus, 1758
31053;4329;GRINVER;;Invertebrata;OUI;4329;14400000;Embranchement;15466;;
15467;7;MBPORIF;558;Porifera;OUI;7;14500000;Embranchement;15466;2;Grant, 1836
21598;6279;CLCALCA;559;Calcarea;OUI;6279;14600000;Classe;15467;1877;Bowerbank, 1862
36412;11756;SCCALCA;131584;Calcaronea;OUI;11756;14610000;Sous-classe;21598;6255;Bidder, 1898
36413;11757;ORLEUCO;131591;Leucosolenida;OUI;11757;14616000;Ordre;36412;6256;Hartman, 1958
36414;11758;FMSYCET;131617;Sycettidae;OUI;11758;14616700;Famille;36413;6257;Dendy, 1893
36415;11759;SYCO;131723;Sycon;OUI;11759;14616770;Genre;36414;145;Risso, 1826
36416;11760;SYCOCIL;132251;Sycon ciliatum;OUI;11760;14616772;Espèce;36415;887;(Fabricius, 1780)
30594;6280;CLDEMOS;;Ceractinomorpha;NON;6280;14700000;Classe;15467;4109;Lévi, 1953
30595;6280;CLDEMOS;;Tetractinomorpha;NON;6280;14700000;Classe;15467;4109;Lévi, 1953
21599;6280;CLDEMOS;164811;Demospongiae;OUI;6280;14700000;Classe;15467;2405;Sollas, 1885
21310;6693;SCHETES;131596;Halichondrida;NON;6693;14720000;Ordre;21599;231;Gray, 1867
38054;6693;SCHETES;607950;Heteroscleromorpha;OUI;6693;14720000;Sous-classe;21599;7091;Cárdenas, Perez & Boury-Esnault, 2012
15880;6693;SCHETES;131604;Hadromerida;NON;6693;14720000;Ordre;21599;230;Topsent, 1894
37461;12721;ORAGELA;164813;Agelasida;OUI;12721;14750000;Ordre;38054;6785;Hartman, 1980
37462;12722;FMAGELA;131628;Agelasidae;OUI;12722;14750100;Famille;37461;6786;Verrill, 1907
37463;12723;AGEL;131771;Agelas;OUI;12723;14750500;Genre;37462;2406;Duchassaing & Michelotti, 1864
37464;12724;AGELORO;132454;Agelas oroides;OUI;12724;14751000;Espèce;37463;5986;(Schmidt, 1864)
37534;6702;ORTETRI;;Spirophorida;NON;6702;14801000;Ordre;38054;6821;Bergquist & Hogg, 1969
38055;6702;ORTETRI;597812;Tetractinellida;OUI;6702;14801000;Ordre;38054;7092;Marshall, 1876
21306;6702;ORTETRI;131602;Astrophorida;NON;6702;14801000;Ordre;38054;2302;Sollas, 1887
38056;13310;SOASTRO;131602;Astrophorina;OUI;13310;14810000;Sous-ordre;38055;2302;Sollas, 1887
21307;6703;FMANCOR;131662;Ancorinidae;OUI;6703;14850000;Famille;38056;2298;Schmidt, 1870
30593;6703;FMANCOR;131663;Coppatiidae;NON;6703;14850000;Famille;38056;;
30583;3390;RHAD;184677;Diastra;NON;3390;14851000;Genre;21307;4494;Row, 1911
22604;3390;RHAD;184608;Aurora;NON;3390;14851000;Genre;21307;1399;Hentschel, 1909
18836;3390;RHAD;169878;Rhabdastrella;OUI;3390;14851000;Genre;21307;6975;Thiele, 1903
21308;6704;FMGEODI;131664;Geodiidae;OUI;6704;14900000;Famille;38056;231;Gray, 1867
37362;12632;SFERYLI;597251;Erylinae;OUI;12632;14905000;Sous-famille;21308;6737;Sollas, 1888
20195;4753;PACM;132007;Pachymatisma;OUI;4753;14910000;Genre;37362;1868;Bowerbank in Johnston, 1842
20196;4754;PACMJOH;134057;Pachymatisma johnstonia;OUI;4754;14910100;Espèce;20195;5341;(Bowerbank in Johnston, 1842)
35903;11262;FMPACHA;131665;Pachastrellidae;OUI;11262;14920000;Famille;38056;1400;Carter, 1875
37820;13076;PACH;132015;Pachastrella;OUI;13076;14920600;Genre;35903;4532;Schmidt, 1868
37821;13077;PACHMON;134078;Pachastrella monilifera;OUI;13077;14920650;Espèce;37820;4532;Schmidt, 1868
38732;13986;FMTHENE;131666;Theneidae;OUI;13986;14920700;Famille;38056;3482;Carter, 1883
35904;11263;THEN;132019;Thenea;OUI;11263;14920760;Genre;38732;231;Gray, 1867
35905;11264;THENMUR;134106;Thenea muricata;OUI;11264;14920766;Espèce;35904;6007;(Bowerbank, 1858)
37823;13079;FMVULCA;597265;Vulcanellidae;OUI;13079;14930000;Famille;38056;6902;Cárdenas, Xavier, Reveillaud, Schander & Rapp, 2011
37824;13080;POEA;132016;Poecillastra;OUI;13080;14931000;Genre;37823;6737;Sollas, 1888
37825;13081;POEACOM;134083;Poecillastra compressa;OUI;13081;14931300;Espèce;37824;1870;(Bowerbank, 1866)
38057;13311;SOSPIRO;131606;Spirophorina;OUI;13311;14945000;Sous-ordre;38055;6821;Bergquist & Hogg, 1969
37535;12793;FMTETIL;131683;Tetillidae;OUI;12793;14945700;Famille;38057;6822;Sollas, 1886
37536;12794;CRAN;132093;Craniella;OUI;12794;14945720;Genre;37535;2298;Schmidt, 1870
37537;12795;CRANCRA;171330;Craniella cranium;OUI;12795;14945750;Espèce;37536;58;(Müller, 1776)
38058;13312;ORAXINE;163084;Axinellida;OUI;13312;15000100;Ordre;38054;4109;Lévi, 1953
18837;3391;FMAXINE;131629;Axinellidae;OUI;3391;15000500;Famille;38058;1400;Carter, 1875
21261;6711;AXIN;131774;Axinella;OUI;6711;15000510;Genre;18837;2282;Schmidt, 1862
30592;6711;AXIN;131782;Tragosia;NON;6711;15000510;Genre;18837;231;Gray, 1867
30591;6711;AXIN;131780;Pseudaxinella;NON;6711;15000510;Genre;18837;4533;Schmidt, 1875
30590;6711;AXIN;131775;Axingella;NON;6711;15000510;Genre;18837;4699;Topsent, 1934
37371;12638;AXINCAN;132470;Axinella cannabina;OUI;12638;15000515;Espèce;21261;5945;(Esper, 1794)
30784;7498;AXINDIS;132473;Axinella dissimilis;OUI;7498;15000540;Espèce;21261;1870;(Bowerbank, 1866)
21169;6129;AXININF;132480;Axinella infundibuliformis;OUI;6129;15000550;Espèce;21261;2232;(Linnaeus, 1759)
30589;6129;AXININF;132397;Spongia infundibuliformis;NON;6129;15000550;Espèce;21261;4121;Linnaeus, 1759
30588;6129;AXININF;133249;Isodictya pocillum;NON;6129;15000550;Espèce;21261;3441;Bowerbank, 1866
30587;6129;AXININF;132486;Axinella pocillum;NON;6129;15000550;Espèce;21261;1870;(Bowerbank, 1866)
35826;11185;AXINVER;132499;Axinella verrucosa;OUI;11185;15000570;Espèce;21261;5945;(Esper, 1794)
36927;12196;PHAK;131779;Phakellia;OUI;12196;15000580;Genre;18837;1877;Bowerbank, 1862
36928;12197;PHAKVEN;132511;Phakellia ventilabrum;OUI;12197;15000590;Espèce;36927;42;(Linnaeus, 1767)
37348;12618;FMSTELL;607948;Stelligeridae;OUI;12618;15001000;Famille;38058;6738;Lendenfeld, 1898
21313;6709;FMRASPA;131642;Raspailiidae;OUI;6709;15001500;Famille;38058;3;Nardo, 1833
36367;11709;SFRASPA;168004;Raspailiinae;OUI;11709;15001600;Sous-famille;21313;3;Nardo, 1833
36368;11710;RASC;131887;Raspaciona;OUI;11710;15001700;Genre;36367;6231;Topsent, 1936
20199;4757;RASCACU;149863;Raspailia aculeata;NON;4757;15001750;Espèce;36368;1870;(Bowerbank, 1866)
36369;4757;RASCACU;133139;Raspaciona aculeata;OUI;4757;15001750;Espèce;36368;4;(Johnston, 1842)
20198;4756;RASP;131888;Raspailia;OUI;4756;15001800;Genre;36367;3;Nardo, 1833
36370;11712;RASL;168105;Raspailia (Clathriodendron);OUI;11712;15001950;Sous-genre;20198;6232;Lendenfeld, 1888
20200;4758;RASLHIS;133147;Raspailia hispida;NON;4758;15002000;Espèce;36370;1844;(Montagu, 1818)
36371;4758;RASLHIS;133147;Raspailia (Clathriodendron) hispida;OUI;4758;15002000;Espèce;36370;1844;(Montagu, 1818)
36372;11714;RASR;168128;Raspailia (Raspailia);OUI;11714;15002500;Sous-genre;20198;3;Nardo, 1833
21911;6180;RASRRAM;133150;Raspailia ramosa;NON;6180;15002550;Espèce;36372;1844;(Montagu, 1818)
36373;6180;RASRRAM;133150;Raspailia (Raspailia) ramosa;OUI;6180;15002550;Espèce;36372;7023;(Montagu, 1814)
21220;6180;RASRRAM;149858;Raspailia pumila;NON;6180;15002550;Espèce;36372;1870;(Bowerbank, 1866)
38059;13313;ORBUBAR;845473;Bubarida;OUI;13313;15009100;Ordre;38054;7093;Morrow & Cárdenas, 2015
37805;13062;FMBUBAR;131630;Bubaridae;OUI;13062;15010000;Famille;38059;230;Topsent, 1894
37806;13063;BUBA;131783;Bubaris;OUI;13063;15010500;Genre;37805;231;Gray, 1867
37807;13064;BUBAVER;132521;Bubaris vermiculata;OUI;13064;15010570;Espèce;37806;1870;(Bowerbank, 1866)
38060;13314;ORSUBER;845509;Suberitida;OUI;13314;15040000;Ordre;38054;7094;Chombard & Boury-Esnault, 1999
21311;6707;FMHALIC;131633;Halichondriidae;OUI;6707;15050000;Famille;38060;231;Gray, 1867
30585;4772;CIOC;131810;Leucophloeus;NON;4772;15051600;Genre;21311;3482;Carter, 1883
20214;4772;CIOC;131804;Ciocalypta;OUI;4772;15051600;Genre;21311;1877;Bowerbank, 1862
30584;4772;CIOC;131805;Coelocalypta;NON;4772;15051600;Genre;21311;253;Topsent, 1928
20215;4773;CIOCPEN;132575;Ciocalypta penicillus;OUI;4773;15051670;Espèce;20214;1877;Bowerbank, 1862
20135;4692;HLCH;131807;Halichondria;OUI;4692;15053000;Genre;21311;212;Fleming, 1828
37357;6128;HLCHBOW;165801;Halichondria (Halichondria) bowerbanki;OUI;6128;15053200;Espèce;20135;2231;Burton, 1930
30586;6128;HLCHBOW;;Halichondria bowerbanki var. stellifera;NON;6128;15053200;Espèce;20135;3446;Breton, Girard & Lagardère, 1995
21168;6128;HLCHBOW;165801;Halichondria bowerbanki;NON;6128;15053200;Espèce;20135;2231;Burton, 1930
37358;4693;HLCHPAN;165853;Halichondria (Halichondria) panicea;OUI;4693;15053600;Espèce;20135;124;(Pallas, 1766)
20136;4693;HLCHPAN;165853;Halichondria panicea;NON;4693;15053600;Espèce;20135;124;(Pallas, 1766)
21301;6697;FMSUBER;131676;Suberitidae;OUI;6697;15055000;Famille;38060;2298;Schmidt, 1870
35929;11288;CLIOVIR;134146;Cliona viridis;OUI;11288;15105700;Espèce;17808;5070;(Schmidt, 1862)
35883;11242;AAPT;132064;Aaptos;OUI;11242;15110100;Genre;21301;231;Gray, 1867
35884;11243;AAPTAAP;134241;Aaptos aaptos;OUI;11243;15110105;Espèce;35883;5986;(Schmidt, 1864)
15468;8;SUBE;132072;Suberites;OUI;8;15111000;Genre;21301;3;Nardo, 1833
15469;9;SUBECAR;134275;Suberites carnosus;OUI;9;15111050;Espèce;15468;4;(Johnston, 1842)
15470;10;SUBEDOM;134282;Suberites domuncula;OUI;10;15111100;Espèce;15468;5;(Olivi, 1792)
37538;12796;SUBEMAS;134296;Suberites massa;OUI;12796;15111150;Espèce;15468;525;Nardo, 1847
20099;4656;SUBEFIC;134285;Suberites ficus;OUI;4656;15111200;Espèce;15468;4;(Johnston, 1842)
20115;4672;SUBEPAG;150237;Suberites pagurorum;OUI;4672;15111300;Espèce;15468;1839;Solé-cava & Thorpe, 1986
37524;12784;RHIX;132071;Rhizaxinella;OUI;12784;15120000;Genre;21301;6819;Keller, 1880
37525;12785;RHIXPYR;134266;Rhizaxinella pyrifera;OUI;12785;15121000;Espèce;37524;246;(Delle Chiaje, 1828)
38061;13315;ORCLION;845506;Clionaida;OUI;13315;15130000;Ordre;38054;7093;Morrow & Cárdenas, 2015
21305;6701;FMCLION;170417;Clionaidae;OUI;6701;15135000;Famille;38061;2652;d'Orbigny, 1851
30596;6701;FMCLION;;Clionidae;NON;6701;15135000;Famille;38061;2652;d'Orbigny, 1851
30597;2356;CLIO;132030;Papillina;NON;2356;15135100;Genre;21305;2282;Schmidt, 1862
17808;2356;CLIO;132026;Cliona;OUI;2356;15135100;Genre;21305;1019;Grant, 1826
30598;2356;CLIO;132000;Vioa;NON;2356;15135100;Genre;21305;4270;Nardo, 1839
30605;2357;CLIOCEL;184994;Cliona terebrans;NON;2357;15135200;Espèce;17808;3012;(Duvernoy, 1840)
30606;2357;CLIOCEL;134143;Cliona typica;NON;2357;15135200;Espèce;17808;3159;(Nardo, 1833)
30607;2357;CLIOCEL;132608;Halichondria hystrix;NON;2357;15135200;Espèce;17808;1867;Johnston, 1842
17809;2357;CLIOCEL;134121;Cliona celata;OUI;2357;15135200;Espèce;17808;1019;Grant, 1826
30604;2357;CLIOCEL;184993;Cliona tenebrosus;NON;2357;15135200;Espèce;17808;2976;(Bowerbank, 1882)
30602;2357;CLIOCEL;184991;Cliona griffithsii;NON;2357;15135200;Espèce;17808;1870;(Bowerbank, 1866)
30601;2357;CLIOCEL;134125;Cliona gorgonioides;NON;2357;15135200;Espèce;17808;3894;Hancock, 1849
30600;2357;CLIOCEL;134119;Cliona angulata;NON;2357;15135200;Espèce;17808;3894;Hancock, 1849
30599;2357;CLIOCEL;134118;Cliona alderi;NON;2357;15135200;Espèce;17808;3894;Hancock, 1849
30603;2357;CLIOCEL;134128;Cliona hystrix;NON;2357;15135200;Espèce;17808;4;(Johnston, 1842)
38062;13316;ORTETHY;845507;Tethyida;OUI;13316;15190000;Ordre;38054;7093;Morrow & Cárdenas, 2015
21302;6698;FMTETHY;131677;Tethyidae;OUI;6698;15200000;Famille;38062;2299;Gray, 1848
28270;3960;TETY;;Alcyonium;NON;3960;15210000;Genre;21302;5921;sensu Pallas, 1766
19404;3960;TETY;132077;Tethya;OUI;3960;15210000;Genre;21302;5371;Lamarck, 1815
23663;2403;TETYAUR;189893;Alcyonium lyncurium;NON;2403;15211000;Espèce;19404;124;(Pallas, 1766)
17855;2403;TETYAUR;134311;Tethya aurantium;OUI;2403;15211000;Espèce;19404;124;(Pallas, 1766)
36622;11953;TETYCIT;134312;Tethya citrina;OUI;11953;15211300;Espèce;19404;6334;Sarà & Melone, 1965
21304;6700;FMHEMIA;131670;Hemiasterellidae;OUI;6700;15250000;Famille;38062;2300;Lendenfeld, 1889
22156;7339;ADRE;132032;Adreus;OUI;7339;15251000;Genre;21304;231;Gray, 1867
22157;7340;ADREFAS;134155;Adreus fascicularis;OUI;7340;15252000;Espèce;22156;1870;(Bowerbank, 1866)
38063;13317;ORPOLYA;845494;Polymastiida;OUI;13317;15290000;Ordre;38054;7093;Morrow & Cárdenas, 2015
21303;6699;FMPOLYA;131673;Polymastiidae;OUI;6699;15300000;Famille;38063;231;Gray, 1867
20121;4678;POLY;132046;Polymastia;OUI;4678;15310000;Genre;21303;1843;Bowerbank, 1864
30608;4678;POLY;132050;Rinalda;NON;4678;15310000;Genre;21303;2298;Schmidt, 1870
30619;4679;POLYPEN;;Polymastia papillaria;NON;4679;15310100;Espèce;20121;;
20122;4679;POLYPEN;170654;Polymastia penicillus;OUI;4679;15310100;Espèce;20121;1844;(Montagu, 1818)
20197;4755;POLYMAM;134204;Polymastia mamillaris;OUI;4755;15310200;Espèce;20121;1869;(Müller, 1806)
30609;4755;POLYMAM;;Spongia mamillaris;NON;4755;15310200;Espèce;20121;4255;Müller O.F., 1806
21222;6182;POLYBOL;134194;Polymastia boletiformis;OUI;6182;15310300;Espèce;20121;2260;(Lamarck, 1813)
20201;4759;STLL;132037;Stelligera;OUI;4759;15500500;Genre;37348;231;Gray, 1867
20202;4760;STLLSTU;134175;Stelligera stuposa;OUI;4760;15500600;Espèce;20201;2234;(Ellis & Solander, 1786)
35886;6695;ORHAPLO;166790;Petrosina;NON;6695;15500650;Sous-ordre;38054;5987;Boury-Esnault & Van Beveren, 1982
35885;6695;ORHAPLO;166051;Haplosclerina;NON;6695;15500650;Sous-ordre;38054;253;Topsent, 1928
15939;6695;ORHAPLO;131598;Haplosclerida;OUI;6695;15500650;Ordre;38054;253;Topsent, 1928
21300;6696;FMCALLY;131635;Callyspongiidae;OUI;6696;15501000;Famille;15939;2297;de Laubenfels, 1936
30610;6283;CLSP;131829;Cacochalina;NON;6283;15501100;Genre;21300;4532;Schmidt, 1868
21602;6283;CLSP;131825;Callyspongia;OUI;6283;15501100;Genre;21300;2406;Duchassaing & Michelotti, 1864
37361;3392;CLSPAER;247850;Callyspongia (Cladochalina) aerizusa;OUI;3392;15501210;Espèce;21602;1401;Desqueyroux-Faúndez, 1984
18838;3392;CLSPAER;247850;Callyspongia aerizusa;NON;3392;15501210;Espèce;21602;1401;Desqueyroux-Faúndez, 1984
15881;6694;FMCHALI;131636;Chalinidae;OUI;6694;15502000;Famille;15939;231;Gray, 1867
20137;4694;HLCL;131834;Haliclona;OUI;4694;15502100;Genre;15881;2;Grant, 1836
37813;13070;HLCLANG;132773;Haliclona (Gellius) angulata;OUI;13070;15502150;Espèce;20137;1870;(Bowerbank, 1866)
37814;13070;HLCLANG;132582;Halichondria angulata;NON;13070;15502150;Espèce;20137;3441;Bowerbank, 1866
20138;4695;HLCLOCU;132833;Haliclona oculata;NON;4695;15502210;Espèce;20137;124;(Pallas, 1766)
37360;4695;HLCLOCU;132833;Haliclona (Haliclona) oculata;OUI;4695;15502210;Espèce;20137;2232;(Linnaeus, 1759)
37359;6953;HLCLCIN;166605;Haliclona (Reniera) cinerea;OUI;6953;15502310;Espèce;20137;2765;(Grant, 1826)
22414;6953;HLCLCIN;166605;Haliclona cinerea;NON;6953;15502310;Espèce;20137;2765;(Grant, 1826)
37444;12706;FMPETRO;131638;Petrosiidae;OUI;12706;15502520;Famille;15939;6779;Van Soest, 1980
37445;12707;PETS;131847;Petrosia;OUI;12707;15502535;Genre;37444;5990;Vosmaer, 1885
37447;12708;PETPFIC;132920;Petrosia ficiformis;NON;12708;15502540;Espèce;37445;163;(Poiret, 1789)
37446;12708;PETPFIC;166837;Petrosia (Petrosia) ficiformis;OUI;12708;15502540;Espèce;37445;163;(Poiret, 1789)
35887;11246;FMPHLOE;131639;Phloeodictyidae;OUI;11246;15502560;Famille;15939;5988;Carter, 1882
35888;11247;CALX;131851;Calyx;OUI;11247;15502562;Genre;35887;5990;Vosmaer, 1885
35889;11248;CALXNIC;166932;Calyx nicaeensis;OUI;11248;15502565;Espèce;35888;168;(Risso, 1826)
34957;6708;ORPOELO;131612;Myxillina;NON;6708;15503000;Sous-ordre;38054;5066;Hajdu, van Soest & Hooper, 1994
34963;6708;ORPOELO;131611;Mycalina;NON;6708;15503000;Sous-ordre;38054;5066;Hajdu, van Soest & Hooper, 1994
34962;6708;ORPOELO;131610;Microcionina;NON;6708;15503000;Sous-ordre;38054;5066;Hajdu, van Soest & Hooper, 1994
21312;6708;ORPOELO;131599;Poecilosclerida;OUI;6708;15503000;Ordre;38054;253;Topsent, 1928
22415;6954;FMMYCAL;131649;Mycalidae;OUI;6954;15507100;Famille;21312;2766;Lundbeck, 1905
22416;6955;MYCA;131907;Mycale;OUI;6955;15507110;Genre;22415;231;Gray, 1867
22417;6956;MYCALIN;168640;Mycale lingua;NON;6956;15507200;Espèce;22416;1870;(Bowerbank, 1866)
37363;6956;MYCALIN;168640;Mycale (Mycale) lingua;OUI;6956;15507200;Espèce;22416;1870;(Bowerbank, 1866)
37819;13075;MYCAMAS;168647;Mycale (Mycale) massa;OUI;13075;15507300;Espèce;22416;5070;(Schmidt, 1862)
34959;10318;FMCRAMB;131651;Crambeidae;OUI;10318;15508200;Famille;21312;5068;Lévi, 1963
34960;10319;CRAM;131931;Crambe;OUI;10319;15508210;Genre;34959;5069;Vosmaer, 1880
34961;10320;CRAMCRA;133445;Crambe crambe;OUI;10320;15508211;Espèce;34960;5070;(Schmidt, 1862)
36751;12024;FMDESMA;131654;Desmacididae;OUI;12024;15508250;Famille;21312;2298;Schmidt, 1870
36752;12025;DESM;131943;Desmacidon;OUI;12025;15508252;Genre;36751;6396;Bowerbank, 1861
36754;12027;DESMFRU;133526;Desmacidon fruticosum;OUI;12027;15508255;Espèce;36752;7023;(Montagu, 1814)
22061;7272;FMHYMEN;131655;Hymedesmiidae;OUI;7272;15508300;Famille;21312;253;Topsent, 1928
22060;7271;HYMD;131950;Hymedesmia;OUI;7271;15508400;Genre;22061;1843;Bowerbank, 1864
34958;10317;FMMYXIL;131658;Myxillidae;OUI;10317;15508500;Famille;21312;5067;Dendy, 1922
38064;13318;ORDESMA;845474;Desmacellida;OUI;13318;15508800;Ordre;38054;7093;Morrow & Cárdenas, 2015
37808;13065;FMDESME;131645;Desmacellidae;OUI;13065;15508850;Famille;38064;6899;Ridley & Dendy, 1886
37809;13066;DESA;131898;Desmacella;OUI;13066;15508860;Genre;37808;2298;Schmidt, 1870
37810;13067;DESAANN;133206;Desmacella annexa;OUI;13067;15508870;Espèce;37809;2298;Schmidt, 1870
38065;13319;SCVERON;597811;Verongimorpha;OUI;13319;15509000;Sous-classe;21599;7095;Erpenbeck, Sutcliffe, De Cook, Dietzel, Maldonado, van Soest, Hooper, Wörheide, 2012
38067;12740;ORCHONO;845324;Chondrosiida;OUI;12740;15509050;Ordre;38065;6794;Boury-Esnault & Lopès, 1985
37480;12740;ORCHONO;;Chondrosida;NON;12740;15509050;Ordre;38065;6794;Boury-Esnault & Lopès, 1985
38452;13706;FMCHONS;817913;Chondrosiidae;OUI;13706;15509060;Famille;38067;7245;Schulze, 1877
37482;12742;CHOD;132022;Chondrosia;OUI;12742;15509070;Genre;38452;525;Nardo, 1847
37483;12743;CHODREN;134112;Chondrosia reniformis;OUI;12743;15509077;Espèce;37482;525;Nardo, 1847
38066;13320;ORCHONI;736910;Chondrillida;OUI;13320;15509100;Ordre;38065;7096;Redmond, Morrow, Thacker, Diaz, Boury-Esnault, Cardenas, Hajdu, Lobo-Hajdu, Picton, Pomponi, Kayal & Collins, 2013
37481;12741;FMCHOND;131668;Chondrillidae;OUI;12741;15509200;Famille;38066;6795;Gray, 1872
38068;13322;SCKERAT;366651;Keratosa;OUI;13322;15509500;Sous-classe;21599;7097;Grant, 1861
21309;6705;ORDICTO;131595;Dictyoceratida;OUI;6705;15509520;Ordre;38068;2303;Minchin, 1900
21314;6710;FMDYSID;131624;Dysideidae;OUI;6710;15509600;Famille;21309;231;Gray, 1867
20193;4751;DYSI;131745;Dysidea;OUI;4751;15509620;Genre;21314;1867;Johnston, 1842
20194;4752;DYSIFRA;132324;Dysidea fragilis;OUI;4752;15509625;Espèce;20193;1844;(Montagu, 1818)
37429;12693;FMIRCIN;131625;Irciniidae;OUI;12693;15509650;Famille;21309;231;Gray, 1867
37430;12694;IRCI;131751;Ircinia;OUI;12694;15509660;Genre;37429;3;Nardo, 1833
37526;12786;SARC;131753;Sarcotragus;OUI;12786;15509680;Genre;37429;2282;Schmidt, 1862
